latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
45.4363869,-75.6663129,K1L 7S4,77,Multifamily,,1930,,,2,,30.18,10.36,"499,000"
45.2724681,-75.7537636,K2J 1V9,65,Residential,Semi Detached,1979,3,2,2,1,30.48,10.36,"499,900"
45.4284063,-75.6400955,K1K 3B4,77,Residential,Semi Detached,1956,3,2,5,0,37.79,10.36,"695,000"
45.2482213,-75.9030208,K2S 2B7,5,Residential,Detached,2005,4,3,4,2,35,10.33,"699,000"
45.4763554,-75.5505454,K1C 2S5,15,Residential,Detached,1981,3,2,3,1,30.48,10.31,"399,900"
45.3569134,-75.6352698,K1T 4B6,34,Residential,Detached,2002,5,5,8,2,28.01,10.27,"1,325,000"
45.4825111,-75.5286668,K1C 2J1,48,Residential,Row Unit,1979,3,3,3,1,30.48,10.25,"389,900"
45.3859824,-75.7471691,K1Z 7H1,65,Residential,Detached,1987,3,3,3,1,32.82,10.21,"749,900"
45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,2,2,1,0,30.23,10.14,"5,000"
45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,3,2,1,0,30.23,10.14,"6,000"
45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,3,2,1,0,30.23,10.14,"6,000"
45.4328215,-75.6981564,K1N 5A9,70,Residential,Apartment,2018,2,2,1,0,30.23,10.14,"5,000"
45.374125,-75.6711226,K1V 8C5,71,Residential,Semi Detached,1972,4,2,3,1,30.48,10.1,"399,900"
45.4309304,-75.6904038,K1N 5M8,96,Multifamily,,,,,7,,31.99,10.09,"949,000"
45.4308801,-75.6905389,K1N 5M8,95,Multifamily,,,,,5,,32.26,10.09,"699,000"
45.3949385,-75.6771422,K1S 0V2,67,Residential,Detached,1945,4,4,2,0,24.69,10.06,"1,195,000"
45.409289,-75.7011958,K1R 6E6,85,Multifamily,,1920,,,2,,25.63,10.06,"869,900"
45.4073497,-75.688574,K1S 3S9,87,Residential,Detached,2020,4,4,3,2,25.91,10.06,"2,795,000"
45.3444975,-76.0285691,K0A 1L0,19,Residential,Semi Detached,2017,3,3,2,1,27.36,10.06,"499,900"
45.4399523,-75.6570489,K1L 5M1,71,Residential,Detached,,2,2,3,0,28.96,10.06,"479,900"
45.4048612,-75.7290647,K1Y 1L9,80,Lots/Acreage,,,,,,,29.26,10.06,"595,000"
45.4117511,-75.7072913,K1R 7B8,90,Residential,Semi Detached,2005,5,3,3,0,30.17,10.06,"1,299,900"
45.4117511,-75.7072913,K1R 7B8,90,Multifamily,,2005,,,3,1,30.17,10.06,"1,299,900"
45.4063248,-75.7258385,K1Y 2S5,76,Multifamily,,1940,,,3,0,30.18,10.06,"898,900"
45.439825,-75.6732858,K1L 7Z5,83,Residential,Detached,1920,2,2,3,0,30.18,10.06,"599,000"
45.4076683,-75.6779166,K1S 1J4,64,Residential,Detached,1910,6,3,2,0,30.18,10.06,"749,900"
45.4236373,-75.674592,K1N 7Z9,74,Multifamily,,1960,,,1,,30.48,10.06,"1,574,700"
45.4020956,-75.6901309,K1S 2K1,88,Residential,Detached,1902,4,3,3,0,31.39,10.06,"1,399,000"
45.3884266,-75.7567583,K2A 2A9,72,Residential,Detached,1947,3,2,1,0,32.44,10.05,"865,000"
45.448206,-75.6306566,K1K 4C4,50,Residential,Semi Detached,1984,4,4,5,1,35.2,9.93,"749,900"
45.2706045,-75.779589,K2J 5P8,20,Residential,Row Unit,2015,3,3,2,1,35.32,9.93,"529,900"
45.4601678,-75.5138382,K1C 6J5,23,Residential,Detached,1987,4,3,6,2,30.5,9.9,"549,900"
45.4606249,-75.5147614,K1C 6J5,23,Residential,Detached,1987,3,3,5,1,30.5,9.9,"549,900"
45.4364856,-75.6782239,K1N 8M2,81,Residential,Detached,1927,3,2,3,0,16.38,9.88,"799,900"
45.2768092,-75.8375583,K2R 1G9,9,Residential,Row Unit,2017,3,3,2,1,25,9.75,"499,999"
45.4375284,-75.6642796,K1L 5X7,76,Multifamily,,1940,,,7,,28.96,9.75,"774,900"
45.4222075,-75.6734521,K1N 8A1,68,Multifamily,,1935,,,3,1,30.48,9.75,"889,900"
45.4222075,-75.6734521,K1N 8A1,68,Multifamily,,1935,,,3,1,30.48,9.75,"889,900"
45.3844687,-75.7316458,K1Z 7P4,77,Residential,Detached,,3,3,2,2,32.55,9.68,"599,900"
45.3805778,-75.6735427,K1H 8C1,79,Residential,Semi Detached,1960,5,2,3,0,28.96,9.6,"599,900"
45.3366303,-75.7718873,K2G 5P1,32,Residential,Detached,1992,4,4,6,2,35.05,9.39,"799,900"
45.380481,-75.729892,K1Z 6K2,55,Residential,Row Unit,2013,3,4,2,1,15.24,9.36,"649,900"
45.4022715,-75.6843849,K1S 3S1,87,Residential,Detached,1892,5,3,3,0,26.82,9.25,"1,199,900"
45.2746737,-75.7598714,K2J 2A3,32,Residential,Semi Detached,1979,4,3,4,1,30.48,9.25,"449,000"
45.2682974,-75.7698707,K2J 3N6,24,Residential,Detached,1988,3,2,3,1,31.89,9.22,"449,900"
45.2644252,-75.7700241,K2J 3Z3,29,Residential,Row Unit,1989,3,3,3,1,39.64,9.2,"489,900"
45.3887902,-75.7514258,K1Z 8N2,74,Residential,Semi Detached,2020,3,4,2,1,22.61,9.15,"1,329,000"
45.2467028,-75.7328119,K2J 5W8,4,Residential,Detached,2012,3,4,3,1,25,9.15,"619,900"
45.2810294,-75.8954946,K2S 1E7,2,Residential,Detached,2020,4,4,4,2,30.5,9.15,"799,000"
45.4132463,-75.7019687,K1R 5J9,90,Multifamily,,2018,,,1,,22.94,9.14,"2,800,000"
45.4409646,-75.6842831,K1M 2B6,69,Residential,Detached,,4,4,2,0,23.62,9.14,"1,295,000"
45.2753084,-75.848211,K2M 0J6,9,Residential,Detached,2016,3,3,4,2,25,9.14,"589,900"
45.2762673,-75.7550394,K2J 1V5,52,Residential,Semi Detached,,3,2,2,1,26.74,9.14,"469,900"
45.2833187,-75.9281417,K2S 0W8,13,Residential,Detached,2016,4,3,3,1,26.84,9.14,"649,900"
45.3932276,-75.6194822,K1G 1A7,64,Residential,Semi Detached,1963,4,3,3,0,44.01,9.14,"450,000"
45.3673023,-75.7720182,K2A 3G3,75,Residential,Semi Detached,2019,4,4,3,1,46.02,9.14,"949,000"
45.4408028,-75.6885083,K1M 2K4,44,Residential,Semi Detached,2016,3,4,3,1,18.35,9.12,"999,000"
45.3882442,-75.7444044,K1Z 7G3,61,Commercial,,2016,,,6,,60.35,9.09,"2,788,000"
45.3938842,-75.7532422,K1Z 6V1,79,Multifamily,,2019,,,2,0,30.13,9.08,"2,450,000"
45.3625136,-75.6424089,K1T 1Z4,47,Residential,Detached,1983,3,3,2,1,31.62,9.06,"485,000"
45.407289,-75.6744462,K1S 5P7,47,Residential,Detached,2018,3,4,2,2,24.06,9,"1,725,000"
45.2953736,-75.7332292,K2J 4C9,48,Residential,Row Unit,1992,3,3,3,1,34.3,8.99,"399,900"
45.2743251,-75.764693,K2J 2E9,33,Residential,Detached,2020,5,4,2,1,36.58,8.87,"999,000"
45.2743251,-75.764693,K2J 2E9,33,Residential,Detached,2020,5,4,2,1,36.58,8.87,"999,000"
45.2743521,-75.7647832,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
45.2743771,-75.7648641,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
45.274402,-75.7649451,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
45.2744311,-75.7650235,K2J 2E9,33,Lots/Acreage,,,,,,,36.58,8.87,"275,000"
45.3927231,-75.7551151,K2A 0B6,83,Residential,Detached,2012,4,4,2,1,30.18,8.77,"1,249,900"
45.4912007,-75.4723603,K4A 0X1,13,Residential,Row Unit,2013,2,3,2,1,16.13,8.71,"439,900"
45.2842087,-75.9261393,K2S 0W7,15,Residential,Row Unit,2015,3,3,3,1,25.51,8.7,"475,000"
45.2480909,-75.7344766,K2J 5W9,4,Residential,Row Unit,2012,3,3,3,1,25,8.62,"498,880"
45.413334,-75.6852013,K2P 1B3,83,Residential,Detached,1908,5,4,2,1,30.18,8.38,"999,000"
45.2786349,-75.8848439,K2S 1B6,6,Residential,Row Unit,2017,4,3,3,1,31.94,8.28,"499,900"
45.2727438,-75.692175,K1V 1Y7,32,Residential,Row Unit,2004,4,3,3,1,33,8.22,"530,000"
45.4471334,-75.5293371,K1C 7M3,17,Residential,Row Unit,1999,3,3,2,1,29.1,8.2,"496,000"
45.3875035,-75.7091642,K1Z 6N7,53,Residential,Semi Detached,2011,4,4,2,1,21.76,8.15,"699,900"
45.4790532,-75.4852677,K4A 3N1,31,Residential,Row Unit,1994,4,4,2,1,33.64,8.15,"419,900"
45.2716842,-75.7108332,K2G 7G2,35,Residential,Row Unit,2006,3,4,2,1,27,8.11,"479,900"
45.2429959,-75.7201636,K2J 0W3,4,Residential,Row Unit,2009,3,3,2,1,36.58,8.1,"499,000"
45.2848028,-75.927942,K2S 0P1,11,Residential,Row Unit,2015,2,3,2,1,14.61,8.05,"399,000"
45.2812632,-75.8893868,K2V 0K1,4,Residential,Row Unit,2019,3,2,3,1,13.5,8.03,"399,900"
45.4074821,-75.7112152,K1R 7M6,90,Multifamily,,,,,1,1,30.48,8,"700,000"
45.4074821,-75.7112152,K1R 7M6,90,Multifamily,,,,,1,1,30.48,8,"700,000"
45.3545644,-75.8089913,K2H 5A2,75,Residential,Semi Detached,1990,4,3,3,1,30.48,7.92,"599,000"
45.383632,-75.7490143,K1Z 5G1,66,Residential,Detached,1989,4,4,2,1,30.48,7.92,"849,000"
45.2762891,-75.6757061,K1X 0B7,3,Residential,Row Unit,2017,3,3,2,1,35.43,7.91,"679,900"
45.2922972,-75.8468621,K2M 2P7,24,Residential,Row Unit,1996,2,3,3,1,38.67,7.9,"579,900"
45.2761262,-75.6981749,K1V 0Y7,22,Residential,Semi Detached,2006,3,3,3,1,30.33,7.88,"499,900"
45.2835491,-75.7047252,K2G 7C9,13,Residential,Row Unit,2005,3,3,2,1,30,7.87,"499,900"
45.3237669,-75.9311795,K2T 0G7,12,Residential,Row Unit,2011,3,3,3,1,31,7.82,"499,900"
45.2743921,-75.8916342,K2V 0B4,1,Residential,Row Unit,2016,3,3,2,1,32.75,7.79,"499,900"
45.2768569,-75.867522,K2M 0E4,42,Residential,Row Unit,2011,3,3,3,1,31.5,7.78,"560,000"
45.4682698,-75.5510342,K1C 2M8,9,Residential,Semi Detached,1981,3,2,2,0,31.27,7.7,"370,000"
45.3946256,-75.7285955,K1Y 0Y7,75,Residential,Semi Detached,1940,3,2,2,1,31.7,7.7,"699,000"
45.4458117,-75.6735482,K1M 0Z8,69,Residential,Semi Detached,2021,3,3,2,1,24.84,7.62,"1,325,000"
45.3903991,-75.7513678,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
45.3904543,-75.7514088,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
45.3898572,-75.7515909,K1Z 5J2,77,Residential,Semi Detached,2020,3,4,3,1,30.48,7.62,"1,298,000"
45.3614639,-75.7840091,K2B 5M5,68,Residential,Semi Detached,2020,4,4,3,1,30.48,7.62,"975,000"
45.3974452,-75.7580772,K2A 1T8,63,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,450,000"
45.4037505,-75.7453541,K1Y 0G8,53,Residential,Semi Detached,2020,4,3,3,1,30.48,7.62,"1,349,000"
45.3778728,-75.7237422,K1Z 8K5,41,Residential,Semi Detached,2020,3,4,4,1,30.48,7.62,"959,000"
45.377855,-75.723863,K1Z 8K5,41,Residential,Semi Detached,2020,3,4,4,1,30.48,7.62,"959,000"
45.36471,-75.7964953,K2B 5Z7,43,Residential,Semi Detached,2019,5,4,2,1,30.48,7.62,"899,900"
45.3970806,-75.7578616,K2A 1T8,63,Residential,Semi Detached,2014,3,4,3,1,30.51,7.62,"1,299,900"
45.4100273,-75.6992785,K1R 5N9,85,Residential,Detached,1900,3,2,3,0,30.94,7.62,"610,000"
45.4044198,-75.6833761,K1S 2K8,85,Multifamily,,,,,3,,31.39,7.62,"1,290,000"
45.2902455,-75.7392823,K2J 4M9,37,Residential,Semi Detached,1998,3,2,3,1,32,7.58,"499,900"
45.3549652,-75.7931772,K2B 6B3,49,Residential,Semi Detached,2010,3,4,3,1,32.92,7.52,"719,900"
45.319221,-75.93302,K2T 0B7,13,Residential,Row Unit,2013,3,3,3,1,33,7.52,"549,900"
45.2740802,-75.7081509,K2G 6W3,30,Residential,Row Unit,2003,3,3,2,1,26.82,7.5,"479,900"
45.3163733,-75.8863993,K2L 4G4,29,Residential,Row Unit,1997,3,3,3,1,33.56,7.48,"499,900"
45.2475158,-75.9159626,K2S 2L8,13,Residential,Row Unit,2019,3,3,2,1,30.06,7.4,"575,000"
45.4312973,-75.6773216,K1N 8H6,86,Residential,Row Unit,1892,4,3,0,0,20.12,7.36,"849,900"
45.3866845,-75.7469254,K1Z 7G7,59,Residential,Semi Detached,2019,3,4,2,1,26.87,7.32,"1,095,000"
45.4308373,-75.6770287,K1N 6G8,83,Residential,Row Unit,1874,4,4,2,0,30.18,7.32,"1,019,000"
45.3284489,-75.7930938,K2H 5W6,16,Residential,Row Unit,1968,3,2,4,2,30.48,7.32,"369,000"
45.3689819,-75.6348266,K1T 4B7,15,Residential,Semi Detached,2002,3,3,3,1,32.5,7.32,"429,900"
45.3207689,-75.9260031,K2T 0G3,33,Residential,Row Unit,2010,3,3,2,1,26.99,7.21,"739,900"
45.4318768,-75.6785423,K1N 5Z5,88,Commercial,,,,,1,,5.94,7.13,"517,000"
45.4834747,-75.5108187,K1E 1Z1,47,Residential,Semi Detached,1978,3,3,3,1,30.5,7.01,"389,900"
45.3937694,-75.717688,K1Y 1X1,64,Lots/Acreage,,,,,,,17.79,7,"399,999"
45.3937694,-75.717688,K1Y 1X1,62,Lots/Acreage,,,,,,,17.79,7,"399,999"
45.4121351,-75.7058917,K1R 6H7,91,Multifamily,,1907,,,1,,33.18,6.95,"849,900"
45.4121351,-75.7058917,K1R 6H7,91,Multifamily,,1907,,,1,,33.18,6.95,"849,900"
45.4597171,-75.480135,K4A 4J7,55,Residential,Row Unit,2001,3,3,2,1,34.7,6.92,"449,900"
45.3965375,-75.6940823,K1S 2R3,56,Residential,Semi Detached,,3,1,1,0,27.43,6.74,"750,000"
45.3590716,-75.8047578,K2B 6H1,62,Residential,Row Unit,1968,3,2,1,0,15.6,6.71,"425,000"
45.3956506,-75.7593182,K2A 1Y1,61,Residential,Semi Detached,2012,4,3,4,1,30.6,6.54,"1,750,000"
45.3147227,-75.5910759,K1T 0R4,33,Residential,Row Unit,2018,2,3,3,1,15,6.5,"499,900"
45.4451182,-75.4792338,K4A 1A3,17,Residential,Row Unit,2017,3,3,3,1,25.5,6.5,"470,000"
45.4259762,-75.686717,K1N 6H7,93,Multifamily,,1900,,,1,0,30.18,6.49,"999,500"
45.4245634,-75.5108119,K1W 0N9,1,Residential,Row Unit,2020,3,3,2,1,28.69,6.46,"567,900"
45.4288722,-75.5248295,K1W 0E3,1,Residential,Row Unit,2011,3,3,3,1,28.69,6.4,"499,900"
45.3533896,-75.9209324,K2K 2S2,38,Residential,Row Unit,1996,3,2,3,1,35.97,6.4,"465,000"
45.4165703,-75.6455519,K1G 0B1,36,Residential,Row Unit,1997,3,2,3,1,32.72,6.35,"424,900"
45.3721466,-75.7340016,K2C 4G8,37,Residential,Row Unit,2005,2,2,2,1,13.98,6.2,"459,000"
45.2714901,-75.7350418,K2J 3V1,61,Residential,Row Unit,2014,3,3,3,1,27,6.2,"524,880"
45.4484076,-75.4862167,K4A 1C1,37,Residential,Row Unit,2017,3,3,3,1,28,6.2,"524,900"
45.4499335,-75.4653619,K4A 0S1,14,Residential,Row Unit,2011,3,3,3,1,30,6.2,"429,900"
45.4550557,-75.4700953,K4A 4Z6,27,Residential,Row Unit,2005,3,3,3,1,30.98,6.2,"449,900"
45.4624321,-75.5315983,K1C 7R7,55,Residential,Row Unit,2005,3,3,3,1,33.84,6.2,"489,900"
45.4237217,-75.6727445,K1N 8E2,67,Residential,Semi Detached,1928,3,2,1,0,30.48,6.19,"849,900"
45.3931923,-75.6892889,K1S 4T9,66,Residential,Semi Detached,2005,3,4,2,1,24.4,6.14,"1,089,000"
45.2643758,-75.6955195,K4M 0E1,12,Residential,Row Unit,2015,4,4,3,1,33.03,6.13,"549,900"
45.3993947,-75.7201288,K1Y 1X4,71,Residential,Semi Detached,2011,3,4,2,2,25.6,6.1,"1,099,000"
45.2730266,-75.8648425,K2S 0V8,28,Residential,Row Unit,2016,3,3,2,1,26.01,6.1,"519,000"
45.4396766,-75.6656118,K1L 5S1,73,Residential,Semi Detached,2020,4,4,2,1,27.43,6.1,"899,900"
45.4396768,-75.665691,K1L 5S1,73,Residential,Semi Detached,2020,4,4,2,1,27.43,6.1,"899,900"
45.4869498,-75.4751705,K4A 0T9,26,Residential,Row Unit,2011,3,3,3,1,28.5,6.1,"499,880"
45.3049282,-75.9373083,K2T 0H8,8,Residential,Row Unit,2015,3,3,2,1,29.87,6.1,"509,900"
45.3223427,-75.6024676,K1T 0E9,27,Residential,Row Unit,2010,3,3,2,1,30,6.1,"469,000"
45.4395972,-75.6872296,K1M 1P2,52,Residential,Detached,1882,2,4,2,0,30.18,6.1,"1,250,000"
45.30954,-75.5921922,K1X 0G1,10,Residential,Row Unit,2019,3,3,2,1,32,6.1,"524,900"
45.4425864,-75.5323408,K1W 1H1,18,Residential,Row Unit,1993,3,3,3,1,32,6.1,"429,900"
45.2923667,-75.7342076,K2J 4C2,45,Residential,Row Unit,1993,3,2,3,1,32.12,6.1,"390,000"
45.4811927,-75.475061,K4A 3S1,38,Residential,Row Unit,1994,3,3,3,1,32.49,6.1,"399,900"
45.4370468,-75.6487745,K1K 4R7,,Residential,Row Unit,1997,3,2,3,1,32.64,6.1,"524,900"
45.2694015,-75.6776454,K4M 0E2,1,Residential,Row Unit,2019,3,4,3,1,32.96,6.1,"619,900"
45.2779709,-75.6866881,K1V 1N6,13,Residential,Row Unit,1999,2,3,2,1,33,6.1,"545,000"
45.2758719,-75.7502456,K2J 1V8,68,Residential,Row Unit,,4,3,2,1,36.58,6.1,"469,900"
45.2970016,-75.7322709,K2J 4K4,43,Residential,Row Unit,1994,3,2,3,1,36.8,6.1,"419,900"
45.3505623,-75.9224938,K2K 2V5,52,Residential,Row Unit,1996,2,2,2,1,31.93,6.09,"399,900"
45.2801126,-75.850508,K2M 2Z1,12,Residential,Row Unit,2004,3,3,3,1,36,6.09,"539,880"
45.3676922,-75.634372,K1T 4C1,17,Residential,Row Unit,2002,3,3,3,1,32,6.01,"499,900"
45.4078999,-75.7078669,K1R 7H3,89,Residential,Semi Detached,2016,3,3,1,0,8.84,6,"724,900"
45.3275664,-75.5890526,K1T 0L9,10,Residential,Row Unit,2017,3,4,3,1,30,6,"579,900"
45.2607977,-75.7294595,K2J 5E8,7,Residential,Row Unit,2002,3,3,2,1,31.54,6,"499,000"
45.4768025,-75.4572601,K4A 4R9,30,Residential,Row Unit,2003,2,2,3,1,34.98,6,"399,900"
45.2823078,-75.7482825,K2J 5X8,42,Residential,Row Unit,2013,3,3,2,1,36.52,6,"487,900"
45.3679912,-75.6162383,K1G 5C9,30,Residential,Row Unit,1989,3,3,3,1,30.44,5.94,"429,000"
45.4491238,-75.6293824,K1K 4N7,50,Residential,Row Unit,1992,3,2,3,1,36,5.94,"369,900"
45.4213759,-75.676337,K1N 6X3,77,Residential,Semi Detached,2016,3,4,1,0,24.38,5.87,"999,999"
45.3660937,-75.7040295,K2C 0J8,50,Residential,Row Unit,1971,4,2,2,0,43.77,5.69,"374,900"
45.4323004,-75.6872735,K1N 5N2,93,Residential,Row Unit,1910,3,1,2,0,30.68,5.66,"512,900"
45.3741733,-75.6550284,K1V 2J6,61,Residential,Row Unit,2008,3,2,2,1,26.05,5.64,"459,000"
45.3921446,-75.6909151,K1S 2W5,57,Residential,Semi Detached,1911,3,2,1,0,28.04,5.61,"725,000"
45.2699903,-75.7670483,K2J 3A4,25,Residential,Row Unit,1986,3,3,2,1,33.63,5.5,"475,000"
45.4712658,-75.4571227,K4A 4L9,52,Residential,Row Unit,2002,3,2,3,1,34.75,5.49,"398,000"
45.3988551,-75.6892638,K1S 2P3,86,Residential,Semi Detached,1912,4,2,1,0,26.82,5.36,"879,000"
45.3509106,-75.6518947,K1T 4A3,74,Residential,Semi Detached,2002,3,4,2,1,26.64,5.31,"489,900"
45.3431046,-75.6640295,K1V 2R9,24,Residential,Row Unit,2016,2,3,2,1,21.27,5.23,"499,900"
45.418053,-75.682014,K1W 1C4,70,Residential,Row Unit,,4,4,2,1,27.12,5.23,"990,000"
45.4097722,-75.7115471,K1R 6N7,89,Residential,Row Unit,,5,2,1,0,30.16,5.16,"749,000"
45.4084579,-75.6981462,K1R 6B6,83,Residential,Row Unit,1903,3,2,2,0,20.12,5.03,"545,000"
45.4260751,-75.6743007,K1N 8C9,76,Residential,Row Unit,1907,4,3,2,0,30.48,4.94,"799,000"
45.4169453,-75.6794814,K1S 5P8,62,Residential,Row Unit,1999,2,3,2,1,25.67,4.88,"850,000"
45.4259893,-75.6866861,K1N 6H7,93,Multifamily,,1900,,,2,,30.18,4.87,"999,500"
45.4246465,-75.6760346,K1N 7Z5,78,Residential,Semi Detached,,2,2,1,0,30.48,4.78,"549,900"
45.3079339,-75.9057761,K2L 4A4,38,Residential,Row Unit,1990,4,3,2,1,38.59,4.66,"449,900"
45.3642324,-75.740834,K2C 0E4,45,Residential,Row Unit,2009,3,4,2,1,23.8,4.57,"488,800"
45.3907876,-75.6914532,K1S 0S9,57,Residential,Semi Detached,2015,3,4,1,0,30.18,4.54,"779,000"
45.2893225,-75.8523747,K2M 2H9,32,Residential,Row Unit,1992,3,3,5,1,38.72,4.54,"489,900"
45.4387302,-75.6793415,K1M 1W3,83,Residential,Row Unit,1887,1,1,0,0,6.95,4.42,"435,000"
45.403717,-75.7050747,K1S 3C8,76,Residential,Row Unit,1905,3,2,2,0,25.6,4.3,"299,000"
45.4383652,-75.6519897,K1K 3L8,72,Residential,Detached,1974,6,3,5,0,35.47,4.14,"900,000"
45.4383652,-75.6519897,K1K 3L8,72,Residential,Detached,1974,6,3,5,0,35.47,4.14,"900,000"
45.4738164,-75.4577534,K4A 0K6,40,Residential,Row Unit,2007,3,4,3,1,35.52,3.31,"459,000"
45.4098923,-75.7148461,K1R 7N6,81,,Row Unit,1900,5,2,1,0,,,"848,000"
45.4068607,-75.731895,K1Y 1L2,73,,,2020,,,0,,,,"7,600,000"
45.4068607,-75.731895,K1Y 1L2,73,,,2020,,,0,,,,"7,600,000"
45.4085435,-75.7306146,K1Y 1N2,64,,,,,,,,,,"5,000,000"
45.4692361,-75.518202,K1C 1J3,41,,Detached,1988,4,4,8,4,,,"1,050,000"
45.4257034,-75.4292683,K4B 1M8,10,,,,,,,,,,"299,900"
45.348266,-75.678742,K1V 0B2,36,,Detached,1984,4,5,6,2,,,"1,219,000"
45.2257479,-75.4986073,K0A 2P0,6,,,,,,,,,,"545,000"
45.2257479,-75.4986073,K0A 2P0,6,,,,,,,,,,"545,000"
45.3599724,-75.7078616,K2C 1W5,37,,,,,,,,,,"999,000"
45.4271741,-76.0098191,K0A 1T0,1,,,,,,,,,,"125,000"
45.4900783,-76.1114221,K0A 3M0,1,,,,,,,,,,"169,900"
45.2066881,-75.6453157,K4M 1B4,3,,,,,,,,,,"499,900"
45.2370809,-75.5234207,K0A 2P0,1,,Detached,,3,1,20,0,,,"999,000"
45.2370809,-75.5234207,K0A 2P0,1,,Detached,,3,1,20,0,,,"999,000"
45.3854586,-76.0393009,K2K 1X7,1,,,,,,,,,,"374,900"
45.3977153,-75.741908,K1Y 2X4,84,Residential,Apartment,2022,2,2,0,0,,,"1,734,990"
45.3943703,-75.7439941,K1Z 6Y6,75,Residential,Apartment,2022,1,2,0,0,,,"693,900"
45.4069189,-75.7285943,K1Y 1R5,74,Residential,Apartment,2021,2,3,1,0,,,"1,160,000"
45.5569577,-75.26779,K4K 1T2,2,Residential,Apartment,2021,2,2,1,1,,,"385,900"
45.3826047,-75.7488875,K2A 1W2,67,Commercial,,2021,,,,,,,"4,190,000"
45.3826047,-75.7488875,K2A 1W2,67,Commercial,,2021,,,,,,,"4,190,000"
45.422079,-75.6975999,K1P 0B7,95,Residential,Apartment,2020,2,3,1,1,,,"3,888,000"
45.4411664,-75.6727691,K1L 7Z9,80,Residential,Apartment,2020,2,2,1,1,,,"1,044,900"
45.4411664,-75.6727691,K1L 7Z9,80,Residential,Apartment,2020,3,3,1,1,,,"994,900"
45.4086952,-75.6747604,K1S 5W8,52,Residential,Apartment,2020,3,3,2,2,,,"1,695,000"
45.4097091,-75.6777846,K1S 5W8,52,Residential,Apartment,2020,2,2,1,1,,,"849,000"
45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,1,1,,,"834,900"
45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,0,1,,,"779,900"
45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,1,1,,,"764,900"
45.423376,-75.717421,K1R 6K8,38,Residential,Apartment,2020,2,2,1,1,,,"750,000"
45.435815,-75.6768697,K1N 8L9,,Residential,Row Unit,2020,3,4,2,1,,,"1,699,000"
45.4368483,-75.6687731,K1L 5Y5,75,Residential,Row Unit,2020,3,4,2,0,,,"875,000"
45.3905228,-75.7439014,K1Z 7B8,68,Residential,Semi Detached,2020,3,4,2,1,,,"1,050,000"
45.3902282,-75.7445977,K1Z 7B8,68,Residential,Semi Detached,2020,3,4,2,2,,,"1,099,999"
45.4102353,-75.6911328,K2P 1C3,,Residential,Apartment,2019,1,1,1,1,,,"429,900"
45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2019,1,1,0,0,,,"492,200"
45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2019,1,1,0,0,,,"619,500"
45.4220438,-75.6976863,K1P 0B7,94,Residential,Apartment,2019,2,2,1,1,,,"976,000"
45.4102353,-75.6911328,K2P 1J5,91,Residential,Apartment,2019,2,2,1,1,,,"714,900"
45.4079977,-75.6960766,K2P 1J5,91,Residential,Apartment,2019,1,1,1,1,,,"439,900"
45.4043535,-75.6823661,K1S 5W3,84,Residential,Apartment,2019,3,3,1,1,,,"1,975,000"
45.4105556,-75.6778232,K1S 5V8,67,Residential,Apartment,2019,1,1,1,1,,,"499,500"
45.4151017,-75.6800852,K1S 5W6,62,Residential,Apartment,2019,2,2,1,1,,,"508,400"
45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,2,2,1,1,,,"645,000"
45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,1,1,1,1,,,"444,900"
45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,2,2,1,1,,,"799,900"
45.4999212,-75.4790206,K4A 5H3,3,Residential,Apartment,2019,1,1,1,1,,,"369,900"
45.4993072,-75.4793176,K4A 5H3,3,Residential,Apartment,2019,1,1,1,1,,,"434,500"
45.4097091,-75.6777846,K1S 0H9,47,Residential,Detached,2019,4,4,2,2,,,"1,500,000"
45.2691369,-75.6781377,K1X 0C5,1,Residential,Row Unit,2019,3,3,6,2,,,"648,800"
45.3565777,-75.7937638,K2B 6B1,49,Residential,Semi Detached,2019,4,4,3,1,,,"799,000"
45.422079,-75.6975999,K1P 0B7,94,Residential,Apartment,2018,1,1,0,0,,,"674,500"
45.2595615,-75.9206156,K2S 0T9,50,Residential,Apartment,2018,2,1,2,1,,,"349,900"
